,Emotion,URLs,color
2073,brazen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPm919-qzJ7PrIAu1QOZWrdReA1imPDsvMstgNubaAnmmIts75F5vP2ZNamtI&s,"(140, 141, 164)"
2074,brazen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQmW249lrWPex0GnxxagxaRVrHBbkJxgsZKXKHWh-xGWFw_ONKWbr-F0cp9Q&s,"(219, 212, 201)"
2075,brazen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNHW9I1VrLwqU6jMIbG_6j3cGtht8rsJKOm4g9Ww8zFT0fqWd-l9L4nkaf0A&s,"(206, 211, 195)"
2076,brazen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrEDUByCrOz103ohGvw6223SqgaJ9WnegpW04SCgz1yQyIzGDAQgu8KCDbWb0&s,"(137, 132, 128)"
2077,brazen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8uz7nY-9jxWwrbzKrJ6-mfSs6-V5MyyQsMzMSBNyhX-BVa2lJzN6NzMayfQ&s,"(213, 214, 214)"
2078,brazen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyoW8MogKaFT19cuTMof8xXTyFNLjocMEuoAqtWLK92B3kOKxODR15PDFOr5Q&s,"(208, 195, 188)"
2079,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2GYk5Gv8HDhHMEHM3SF_4GIlvx-4fySuM9uLYzsywMMY3scFRHiao9BA22g&s,"(219, 152, 133)"
2080,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTO-r-mvVfJa2qf-di5NaYrlBWt6vmTaQ6hbjUKSnNUBc5iC3bF2BVk5jTvIxY&s,"(212, 189, 55)"
2081,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRP8mWSCa75eTvcol8tDUA_5B2DMnG1aGHkwTbp_Mi7x78ZdsUsQwaco0k3Lw&s,"(233, 225, 232)"
2082,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0u-X3-nPpma1KnBox8ElATG3-yf0itqEN2KMsafSICL-KJsxjD0jos0XVoA&s,"(237, 236, 227)"
2083,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQOSH2HX_9WCFah6GwJElR4Lb4y_3IZvPzT5AtiwwCgDjnbeEONH4E-l89lA&s,"(9, 9, 8)"
2084,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrI8FpWHkJW4Ba4C_cOUJxRcNCXjsAnzRUMoJZFbYvFKzeQ1VfFteu8ELijA&s,"(40, 61, 49)"
2085,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw7eXEOx0aL4QQo9tNleys-tsz13SOEbTQxxxaaa6HdZ-QLW7pdJeRY9gN0A&s,"(30, 30, 9)"
2086,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRji1OHpETyhVUURz0_xQxq1XovqSYMEZ8G2MqvPkdSa6-RMGWKv9lShjh52w&s,"(204, 175, 178)"
2087,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa3urHpPOoG0JGBzKqx9imHwEgU734BGp2hFi5dVdCcvDZLZULdmWfopsvUA&s,"(221, 217, 211)"
2088,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1ZNA6BNpstFJU-AN4eQl9IGxa_9yXKdLnFJq1tlJsysfKkMPxpknlgF1uF9c&s,"(223, 216, 207)"
2089,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSssRs7ZuJJABlj3mK8E7lKm8Uqm8QhK6t4TKrcNwKmPgZFrblDwUn2xvcO3Q&s,"(46, 105, 117)"
2090,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0xrcZTeUTxi_5qh-Xi6V_4Y3okhHfIf44zSy5XetexC5yKZ7kjO1GzfR7EQ&s,"(70, 91, 70)"
2091,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4ihx82y5naIT-7lyHbURzhi3wXquEzW_GEGp8GGxuKbKGKN5EXEWmddHwQw&s,"(9, 7, 5)"
2092,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZcPkl5ScXYskaS4gwiUPjllJnaSPrKp3FgDmIVCGJu_RiEpqgPTsFwg5q3Q&s,"(229, 230, 225)"
2093,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW_ImNWHQLF5glt5LIq__GTstMjl8pgHDi4XIUj_jhgZoShaVvKBhmCTc6TmI&s,"(208, 202, 200)"
2094,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrx2MUSniVBS8woNfSsvUkPnU7vuuoBCrPqdsecrqVfBIzAbNknyZf6Y58bo&s,"(225, 220, 207)"
2095,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyWIykC85dKRnv3v3NSsZ2nLl-1lsLY3ZT6DapuZK93P5dIH0TC2t3tzkl-Q&s,"(234, 197, 152)"
2096,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9IsbO1yrRvFsv8hnv7Dikf8BMTUab9lxdts9qHFXBC1nzZtM4fUmDIGhuVFU&s,"(172, 135, 97)"
2097,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSINkCTmPIKkSuBitd7-rPJPO6bs4Fynm0pHAfvWb8CzyobgMGWAMhjJjLEFQ&s,"(17, 17, 17)"
2098,mixed up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLiRmO-7KodZ8MlHwrqVtzSpwVyWPc6FWDz5XXpDeTd-X7kLymu_zTD-VCwQ&s,"(65, 103, 71)"
2099,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ643s2rzgSsqxH8IoXEA05rFipaBfzA5UYkZvlGgW1Ue_MU1AtPpVdVPNlQ&s,"(23, 21, 22)"
2100,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXd2PYsEZLZTU-HT32C5gXvB2g-eWwKYmg5BOLvup6la9eccGj9eG74Bk7xQ&s,"(229, 243, 187)"
2101,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQty0rB3JyvCSx0lR01_Sf3cHtPTQzxvcEk7xu8_qbib8_dq9vZ6-hep-ANg&s,"(116, 210, 201)"
2102,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeB0brnYcfKdTTJ-u9wBOiL-N3EuF1N75kE-WfHwZAYP9cTUeUnMfBlAeDIg&s,"(231, 231, 227)"
2103,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNrPLC0Lb_kt7_scPygkUMllXGrxxdQnR1S4NDXqW_HPQUEcrg7KSSYruOOqc&s,"(182, 205, 198)"
2104,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm-2LLVFxicS01wwmUOfdB6pqG-mQ19N70cqy7ktDgq9VKofJKGZHp5tOhFA&s,"(39, 143, 157)"
2105,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSibW0LkalziyIWp87z6Rq1IFXOdQ7DdGbtIWh9MFLmJcuef3DHUA5CppDplw&s,"(233, 196, 121)"
2106,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJtXvy7uwK6Ruw1UUlxwHu1y_AbqiDXGleWr09tEqL4z7WduRmxxALJ7UYvBU&s,"(207, 195, 194)"
2107,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk5yy07mQRPrX3C3S03L818guUkiObS-Wi8U6i_TJaqxBNZyfoqD9fB0yZOQ&s,"(189, 191, 216)"
2108,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuT0xn9QKLFTM5692PV8vX-acOi8caMmO442GTwAEllThEi5NbSTMHbWz1OQ&s,"(177, 180, 182)"
2109,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4H0Zj74_Ki9D1jnMuI-zZ2pd4tH36WT0g67VGjZvuULWcyNTkz70wXYGG8w&s,"(44, 147, 163)"
2110,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL1rL-FKf-rQjNdPqHhfM8O_onhBla1kblWTPhl-Nv3O41M_8cObt3Qi_2RQ&s,"(228, 221, 198)"
2111,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMRnJqL9IQOMeqlYMVrCEaTqk2Ag-FSR9Km-Bh2PoT279sWReyOgddHJCt7RM&s,"(231, 216, 225)"
2112,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ-K0TyN1_Kzp2kYduAvLHae5HmXYkrcKHzhzLINFSxN66NCr4KfySI1K8KR0&s,"(12, 120, 219)"
2113,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9SmIK5BI7XyHHxxsoaYPcBWHtcbunxxIyO8F9aVXFcBqk2-JPvrAHWza-yQ&s,"(200, 201, 199)"
2114,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-0mUaK3kL4yFoeL3J3N9tijgnyowQb_uT6pnND__RK207ISgGsdMjUx2TQ8U&s,"(7, 9, 10)"
2115,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSx1SeaPlynyH6P6zcRTDcSG94bdjo9R0s0iJykdqr7Jgt3TXRy3hN4OgktdA&s,"(234, 141, 141)"
2116,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnFqGQgGwsHRyB-zcqrFPRL_2Wk7y-e05ijn_ccGKQkbC3hD8fzDTZsovF5fI&s,"(250, 109, 77)"
2117,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDV5mUpDgQDpvYGo_uEQLl_xuyv_11TCrtDIS1r-QhL1bsgKKA1Une_A8IPtA&s,"(249, 238, 215)"
2118,self-compassionate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6w0qgUE3c5VaOlLk53l-KV4Miq5wpRPn_QzaJUuKmo3KPpIBnP1uX0j7-ZXQ&s,"(240, 159, 173)"
2119,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHhgRpSFgae0Dt4ycTtA5MoD6BztRdgVGcbqgzMF5PJL0-rioUwfO8AiD-nYI&s,"(111, 115, 125)"
2120,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKV72qXGMsabvg7FrvZMIaNRUlUxu_tXTzHEePp0_1p2r80aIMkYjMuVLoFZ0&s,"(208, 208, 217)"
2121,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy3FNwe7WUPpm1SjIPzK_V92Ud5I08Z2YgAxIFqdWVIRbt15ayQ841tAcREQ&s,"(244, 177, 6)"
2122,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIg0ZL6n5tTmuoSmHm-RSNPrxtBT4xgR389qiczsoDmjk3UauciFs9HLqcyXk&s,"(231, 181, 150)"
2123,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4UlktkHpc90hMGoWoxcDvNtekbflvM5YEN-x-9gkHx9uJcM8Fqv3O-j36eA&s,"(201, 201, 209)"
2124,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9CpONOj8eZCBV-5ND3zZN4wauWFXWzRlJO3BTVVZ5kOnrQBWqI4FBr4wcjQ&s,"(216, 217, 212)"
2125,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3n-OKuZP9WiWoBQqL1tjZjUdL-O_VcQ9_iXdj2tnruU3MzlGD-un0PRMrRQ&s,"(207, 219, 229)"
2126,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmdNXYnyEvsu3o6NIcxGCZNiuT6CGMoe4uLRzpyWZ32Z801GGeDaBUmVz4FAc&s,"(232, 232, 232)"
2127,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6Lrd1O-DsOqjO9nuy4VXu_YfSErRd0Ij2OnwPy66RJe1thIv_T4TyuJZPkZk&s,"(72, 137, 151)"
2128,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-Mp0RftyR0pcRT5-WP6XZ-2SmYMYPCacXJ5wNbszQ2KWM2wRW0xj4ZHYKPA&s,"(212, 210, 209)"
2129,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTePQKANs-OS4L3YZJZGKrkb-53Yv17xAym05GwyFzyxQcbyI0u6HOTcxz-RMY&s,"(213, 210, 212)"
2130,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT5Wgss2ENiriAW16YKGfrS_YLGSkCHqJP1VOpKUCnsY19MDWuD3OG9raCKg&s,"(237, 234, 234)"
2131,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBtbBgHQpBKe8nk2Pqpflpwj0KBmqgQieLOJdkb16XRqVVDfpswe4go8-yCA&s,"(69, 177, 204)"
2132,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMNCHselQAQzb9XmBWQuWbZsNrSXbYPgKCSP0RfjV4ta3hDmhTS553MC0ML0M&s,"(237, 236, 232)"
2133,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkwuos01Yhwqf56EwWFNLeV4vF1PorDfNri7FoX9zJ5lhriC_zzIbKeDbQdw&s,"(233, 142, 32)"
2134,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzimRh7RLnDj_HAKJOH7qYvzJeKIYaoPt7dZNP4RkC9GerX0pHpZgVSZLZPcQ&s,"(29, 29, 29)"
2135,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4Eq9Hd3Q--XJqN3NeXttj8puI3-aINroulqNI9xZKGNfD0H7vICCbIb8Zgg&s,"(42, 40, 36)"
2136,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8fITAUk9WqQQ-s6_R2YagKDrzglTFIOn7YtIajzAKuvHv4Gtz2p-acGF-9g&s,"(224, 219, 216)"
2137,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnSZcuQLUcJcRxTuqsFxpszLlBsqBlZCOehoaLEDI97mCCtZrfurq4Pimdiw&s,"(210, 7, 87)"
2138,unsure,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvd-QewukfsF5DorID9nMzUB2pyvhubNGNuHRGQaCTrQpAdaeiBHN4J85aeA&s,"(80, 78, 80)"
2139,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG-Dw42D8KbRcsf42BHfxBnpTFzc2CUYnP7c9tc88PgskS-wtnn2Wl3jN8y2g&s,"(102, 83, 61)"
2140,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxFuie5nLM-_iokUtYI6Z309hhLVVd7fB_N9ok4W8j_IjU6Fk5DllclYOy5-A&s,"(168, 129, 68)"
2141,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgiHGaJHNOsFydhE_J3CTcoa1w9629-7V1AjtHnqfkY8cV-U-h5Aw1NUcJ5w&s,"(32, 31, 30)"
2142,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxHFimxpFi0ZOXh0LrylCq80LcDCvujwJfri0VhhfuNjl1IUG25anY7yrTZw&s,"(232, 232, 226)"
2143,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6FDwADdqIPqc7pnaZlnn_hxUmahpCyLaqXwjYqB8syir71fH--GyVqf-1VA&s,"(214, 200, 181)"
2144,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTecrNnF1UdDzlEZ2Tzf0yglZrOa0KwIRYUqFi4V8qFjmd8i_CGeC7BrjcImg&s,"(178, 139, 62)"
2145,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSv0gmqDi-cZqcw7RZBzwxU40AHO_apbuZAnZkrj06Ll3Ziy0yNn9ZeKeRY3A&s,"(205, 205, 205)"
2146,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXox6YcgqDrE231t5CfyeHMadicfWKIFnCBoWKfz7emoFcjzicAbhQNLaBMF4&s,"(210, 179, 144)"
2147,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFWO-RviT1xsXvxXgK-B8pm98R7avYKy42OKQESqakBt6QAv9Pki1SwtX1DFE&s,"(234, 215, 165)"
2148,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwRjtli5U4eVYnEDnYYUJgdfY7_O1pqtzD-1HX-8XVjrZZIGmFTTBiRDhFfR0&s,"(240, 227, 215)"
2149,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsEX3CUmVqnV-J4XTHUqFTzuS6BGUEdU1G1IY-5XY_1i7xP45_7HOroqJM6Cc&s,"(202, 202, 202)"
2150,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiHCfw5oEoNpu3C_rSkglWPvnwEQwSYwkj2JvwReteECXZC83a4Cn3-UjhQwM&s,"(227, 228, 221)"
2151,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS72UQOBh6lBZ-AQ4ru4T3soCUrDHOkFG7D2E90A8FRS8QQsbVlM-tSaVH-A0A&s,"(17, 17, 17)"
2152,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2cihtvii9tqFTM1Y21_u_5tRDU3IwZZeOxQ193as3gdak01JOMQsB2Dy2RNk&s,"(28, 28, 28)"
2153,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcngRlXcvifsZ0UpGyWej-pgkEM65iqBHQC8QVAyfs9a1vwkHIGAVsD-L5Yg&s,"(157, 154, 151)"
2154,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScHHY2JKEPuwF78oZJd6i54mhoOiV23uvu9UrxtXIBnmormBE14CT1qP_5M3U&s,"(239, 235, 231)"
2155,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJsE9lOghJTm7YIFulFdOLNxPwoWngPyMYZ_NHl6wwhHbT40dUslZe4fsEaw&s,"(216, 170, 51)"
2156,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyzWJqXzJNVUWlnf76A_Ywla6Q0QwKhbaHwuAXRavzeG_SqcVt0JVHpJ28Lg&s,"(27, 25, 20)"
2157,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-Mux7cKUFiPP4y0xKE0SgLFT0Pz66qPUkQefTiukv1fPO9LZBVN6uGgBI1A&s,"(51, 38, 31)"
2158,ennui,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZA5F4cq25J112KWc6K2OjWnO_z3E29pkeOmirs8lqAG-ns8Wcu5mmkXXpkPI&s,"(24, 23, 31)"
2159,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm6T9zxhhOZA97kaJJ_STsj4H3Hg2SVH8ZY1hm_-ZDYXjX0lPeT-PAyqpSBAg&s,"(194, 182, 180)"
2160,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXyMrq3SDzjLn6G685qyRYiE0i0FKWlgctcp5ec87_Py7LdnVll_C6iY-NwA&s,"(212, 197, 184)"
2161,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW19kvUvMTY4vmrQmBcpNsnc3znxjmTW8sUifjRmSzgIHDbKFHD2QM2zS3se0&s,"(208, 199, 198)"
2162,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYx9OkGW-EqMUw_V8etpxOuBh90IU4fWd4_dPZ5G3xPJx0OPrJNs6QDYyBgw&s,"(183, 134, 153)"
2163,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbqkhw-jVHzE5QNTUl-aUSQ7vPbAWIe9Aex0emhkuQ8zVSobqcrF40No7Q_uY&s,"(190, 148, 132)"
2164,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQ1YnZnHi_ZJTUg_LGu-xlvYRE497doerNWibIynIKoyHg7aJDSitz8yiWk0I&s,"(240, 148, 18)"
2165,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuPlWn18-RgHQf0pOS_p1As7h1-K-r2LZqe2UJRoq3Y6cnxmCTyOto2avA6jc&s,"(224, 152, 159)"
2166,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSccU6usG8zUvv31avVu84xt4DCFlbAQAPmEl5z4AKnRP114zUXqc-U_WFL-w&s,"(92, 194, 202)"
2167,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7eSZCsBci9Pz0LmfmF_dbOACaL5RgBwtXwrQtEKXOUdDhDbjfiJi5KQqvsA&s,"(232, 220, 220)"
2168,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQElpswMP6fUkf09bNSQ06lz1o4q91wCkwg4DwcR6Pcgt0fHMaaQ3ZDGhvzLeQ&s,"(228, 160, 165)"
2169,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTreeFO7tph66eslHd5qi7EGuglPiS_mQQp5KWMo4wdpApLMo4x1E7J9CM4x4M&s,"(206, 64, 77)"
2170,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu2tUU63s81WAjC-Voyu6GWNO7wmtFj7BBsdHGahQaP-KVbjhcgR0l-SjXMQ&s,"(118, 107, 107)"
2171,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdc2AZvHRIIyDzdt_2nUalWXFKC4Y7PcPLYd41iy-jucXsJFEQrb6-M5KHsRs&s,"(115, 212, 221)"
2172,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOQToTjOm6rQrzNLVz3IgBqGXuHoss_rbwDWOJEbTyEQE8xTMczooBCouZgg&s,"(137, 145, 146)"
2173,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZIHRvJBP-nfEX1qXGrXqsX4u-TKVV6W3My4P-aLnlLK8F9KURSI18cRNWgeo&s,"(230, 206, 184)"
2174,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRIFdp7flZAAXoUwB-uFvmuDCW2G7FZy_WP3Nzb1WJbJYq7Ep5YecLkv_NaA&s,"(224, 219, 218)"
2175,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw0f3EylviNGcLv_Q3sfOxt6NtsH455zMix7R0pnqCneGHmjfbIXJ1qFYGTCI&s,"(90, 88, 89)"
2176,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkrDxQ4hvv1whbJfWKHmLBB7Bgp4WVAQrWQALbOrJEhysdh6K1-eKz1pAcZ3M&s,"(11, 177, 184)"
2177,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG59RJdeV5wLL2D_VeVxpQ_vvVn0UKSGcv3e9_XTdgk2jQjH5UYYl_cHEOozE&s,"(6, 179, 249)"
2178,amazement,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQcF_3n5bH1SWfN8tRpRQIY8Jj0aFEdMxmwj9sxzXApovo1O7iELTv4sdDaQ&s,"(132, 116, 109)"
2179,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7RF7kL6lJISBZbYFqWlZ-SOLNXPyRmhvsb6c1eGZJhk3mcpPhoViQgmUghw&s,"(234, 218, 195)"
2180,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrzY8soiOcB-W-kRhJoR8csd58wdcKMdDUuiuxob0aKefTRt7VzG269lZM4hc&s,"(221, 212, 223)"
2181,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTwgcjVtYaEb6zUek9_VBDDMDEMKOg8cAuyI5kHaz0vTI63ibqoFfRQ_jh87Y&s,"(240, 242, 242)"
2182,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeQexuHU5yr0DBQcL14lbZ4yfMr855z6KaRN9SAdEwi5wNKhTTUrxG2jVDNA&s,"(29, 164, 220)"
2183,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp7bq_sBXOBHUIbCIVORf6ekkucHeQ_JyBm1qWzq3ZYSTdUF9jXmNHrhko5Q&s,"(235, 238, 240)"
2184,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPHRsNDuonjpDSScxL45GHudAWjZEguXwmc_SLYBHSrwb40ltMyJcT9okpHkU&s,"(240, 243, 243)"
2185,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb6iDkC5q56AwI7Jl9_FcuvrH3ZuEgi0cZZ0qhP0amS8sigmPCE6Zhsh-tWQ&s,"(238, 245, 247)"
2186,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3alUJIGiFIrTa2Rh9VZc4G_CJT61cJBY9gCuiTYVumCtyt_Elnpa-9U2BW5k&s,"(228, 221, 221)"
2187,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKTGzoOJ6A2k4c2rHnvEe76GtTZJF5Iofk-Vl1UNtdRJv2Y3ukd_02DRClsQ&s,"(236, 239, 240)"
2188,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlL-Q1utt5-vVA8xYIjggFo0GdWfyiI6bZvFHVcVJ08FqmrxdoL9jwr8CR248&s,"(221, 225, 228)"
2189,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLR2R6-S3xEtieL4GC3RvxWEoW56DZ0z9nUDDFnqlwjkZv22iVRos-e76_xw&s,"(214, 213, 214)"
2190,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2Y0tMs_3fwCkmQEAOHZDfUXIxIXmSkdv0CfKyGZs3JzaoqPRIvgvQQhYmWp8&s,"(197, 201, 212)"
2191,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtQc319sJf42sMj4UvOZ3JJeSmQjbTPvYQCZ-9IVdEf7BO6LqWOKoUGgeGB1o&s,"(232, 225, 225)"
2192,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgVhqXIvMV6Ciy7GjwsDEahwz9GnaSA1rbAzNek3qYhuoPrJkGivp7NFc9nak&s,"(228, 227, 227)"
2193,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRST3XwqITJ7ceAm8jeybIZuFner7wnagAMalQ2VjFO4TLTY4SKibarB8c9Pw&s,"(228, 223, 225)"
2194,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpeCyeWZsFDDog7yYM034ix8-fLANGxh786nOmO95jSduLOnH6kDRqGBy6h5U&s,"(203, 217, 239)"
2195,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnfNzOxIgZ33bmUwqNiWjzyQglgQQHGXNSPYWjqyMLz_wNCRmEM0qDXMDI2LE&s,"(183, 189, 205)"
