,Emotion,URLs,color
2196,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1DIps2U0-RPomyz_puHRkLK6C4myUPhG-Yq2eOM2LGdJVvqnh_fuDgyEQjNw&s,"(21, 29, 45)"
2197,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm2fyo-z6Pq9yXUo4eCCS_LL_P5ziKwAjkr58bIqRVVPqNQVfqxWcg626vhw&s,"(38, 106, 171)"
2198,expectancy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0qBT_u6EOrt2JLDjSj61kp5QQ_EtxWxDbxIsZ4lxkPkRdSrNL6929FVd7vw&s,"(222, 223, 226)"
2199,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8A_j0bdC6dNmpD2hQBnBt9zAGm08yW_h6hPOdVMj5Lc380KCE-MKM2U5dQJk&s,"(190, 171, 141)"
2200,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzFk_UbGCQZ6rSFVK4qJaeKJgxfqXJNuJ8jPpH4OuvVACHbuNjxXFT-pP2og&s,"(14, 86, 89)"
2201,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsQ9dz8tz1xI5JNPRcnjWCWOf0qhyVxc9igVdQX6yTIwOXJs0ldWruWoaHeaM&s,"(200, 145, 76)"
2202,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3OW84LWhkXt054h_-ErPf1VU-l2OXfy3Uo0lYB8wI7Lo7lSzBiRREBOY5zQ&s,"(230, 235, 229)"
2203,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuXmMfCZXD0_6QKNYDt2CGuDoFDaakQtLk6JLr4s4gB-vJj53bqtKHnAjos9Y&s,"(210, 199, 182)"
2204,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLZFjcJn1pkxGT8lV2uVQrSzZmR0Pf02huZ4RnF5ioMc8cWyYgmLwAmOkj8g&s,"(226, 220, 210)"
2205,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyN1XEQkKwX8r80E5AkR_JE8Ce_J0Rhpbz5xxIGqQNMxSmkDkxwf8OurCUAg&s,"(209, 125, 112)"
2206,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu92XeOXPBDhZjzdVO4_wKhaKmp0HzrTAZ8oHJ3GbNGQ-m5v-bIWNIqewGLg&s,"(188, 162, 111)"
2207,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSneqFkfO-n0VCx3OTD-RXaMJPSHKcCBgAe-mf_iaKXyy76vrRnlZmBiRIr75Q&s,"(238, 231, 208)"
2208,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBytKfsG9Jl6Wi14YoHqzLP9ZjCgJJlit1bFIBJK9j2K2XqFFnAsazqSl-gXU&s,"(123, 87, 66)"
2209,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRksF38egBx1YsJ0LkS3CQLTAf3FQJ6NEIDRuKtiYJAnptnJr_5rQ_CWFi_zzg&s,"(192, 145, 81)"
2210,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS08OVLuawm5DsbT3DoqYVEDQvMelHZgGw0RZlm5d8NqJgmQEPXbZM8FubItKg&s,"(196, 217, 227)"
2211,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi8vnHC16IC0koUdDK-8VhYCVZT4C5iWpcEwJWNryREPHWLoE0GVj67mfF&s,"(181, 151, 123)"
2212,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAKB0ouWwEHvCIgQSemk4K--GJ3QaVmpfET9k7fML2onbUtNb4OAbUm0mDtog&s,"(75, 61, 46)"
2213,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBbKS8nbl1kwKzdh8AxshJYqJy_FPn6ZO_5o3PsNv8MrGn5deezdoFwh_KNA&s,"(221, 212, 196)"
2214,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReYEES98hc-rmMCEmSghDHRu24uYQbZ4L2VlbC1am1FlrwhJnsbGwpM52YTQ&s,"(223, 167, 73)"
2215,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpb7H7QBuArI5lhwPfs3mdPsGymgpEYzU-_0LmDo-RaeOSoNpJilP9svxrcg&s,"(231, 166, 134)"
2216,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgCYGCM3HEvDS7ErcnRqA-CB3PeLeQmjspTLRWgTgYTFpUgpCOUxACCZICJ5Q&s,"(233, 231, 227)"
2217,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI67Eelc8dfOoVj8Vkd5fknnkcTldEU9xEiMyniQ8TdRseOLaKgvGa47HWrg&s,"(157, 56, 18)"
2218,flakey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC7zbbHIR7WFP1dLaSLEyJgMVu9EKdTI6O30poFsyfjcIpFmtiajyrNx8Z62o&s,"(29, 52, 228)"
2219,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_7pkVtc2Xj_zBr8OYMcWA-jH-Z9U7AdvuDlZk6kY8J4-5Z8Z1AzIK9XQeeMw&s,"(204, 208, 210)"
2220,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEhLx6dDVkVjIqnevXv3ogNcNjydnANqw_lm-Oye76E0OAcU_BKCINhcHM5x4&s,"(191, 165, 151)"
2221,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Nr7_J5JaPyjMXhYr8_S5LivwbeZqK1-ui8ZiApRWkdswgBWwXijVysxU9w&s,"(67, 172, 181)"
2222,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVjMwuGrFEhfTUTSaOM0Jn6E0sdK-VuBSp0LcxfWpDVefGmEW5tCTiqJ1O__4&s,"(219, 219, 219)"
2223,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRK7udSWSSMjBImyspspr0VnxX1SdKSGBTn6CwTRzVkrR4dyG28PhKosLgpSQ&s,"(55, 52, 52)"
2224,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIWs1GUDLgpxsircYQTnLUaDp1kFz9S2RZwxpSwuElhSjjL811NiFCIDdgG1Y&s,"(187, 174, 173)"
2225,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6a9xGyRFYS7j6YrcXXv-I6Cy64kZWBgBSWO_eszJ5GZCIyGst4e-1NCjaiA&s,"(231, 232, 226)"
2226,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxPYXzExiMeOSyU_kygfDr7EWqolZDKwtkVp8mZZtC5BWyICI7YpLVQUCPNw&s,"(196, 192, 201)"
2227,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMKF4kN0j8XLaOlghsAV7cAXuv11d0f8KlC4XswJY0sghLr69P6vMsl9IGWA&s,"(219, 199, 195)"
2228,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKAAZirJOzl_tjk5OxcU2fu56Y7gGBldv0QGxfWQgLoG47a_eCtPq3imFRGQ&s,"(226, 229, 219)"
2229,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5UW6EojJ47sjV7zS5lrYiLzXEO-sDIYbNwKHT2R6Dj1tL0_D0jkRLGZ1yJHc&s,"(244, 228, 220)"
2230,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeQ4dbDQMxAIorBS_9k8q3PWiOdyyLoaRZggESCmoD1XKyQIF8vSg7WtW5D0g&s,"(242, 203, 130)"
2231,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTSuGbQdUdvVx_F5H9JFjOxSXWt2ctITgv4pIn3ZfXR4zVfIpHptIkH138Pw&s,"(221, 213, 191)"
2232,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_C3FTEFwvtZvCag8brTtLEfEUEf2hIapTCtWq0CUiJ-4vy65Gcqmrv-HEDmo&s,"(247, 249, 159)"
2233,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAapfgv_wIzGDL1YU_j2i9PfvjEGhC-C8M-K0UODAeYobKRTeiIh4HNW3UQg&s,"(247, 240, 228)"
2234,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyqaHX1bxTrz1F3UbH7bBgo0E7GEfLZ_XidqxLgFAgp9iEvxDyvfW9fbFwVg&s,"(194, 180, 149)"
2235,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTssiosS27KmLnnUsoP8RKhdOj8l-qGooIn6M7WVcjJbHOjoCFlHxQECHOMlA&s,"(52, 101, 244)"
2236,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOmISHHOjivaJGPnnSrdwkHZIWJ_P_WBodlxQP9yw1sOvw095wwyieAA0-NPs&s,"(229, 229, 220)"
2237,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnwe_85ZqpeGz0PiOY8w7EtiFLx6Lj9jnEfGyqPXgG6XY8cK4m8Mo4JaeBbg&s,"(227, 227, 227)"
2238,miserliness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_Ak2svuVJ7Wovu-D6mrVUqcdJoMlF32X4DsNVGLvfIi8Az08tl9yEz5mhUQ&s,"(210, 174, 125)"
2239,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkBfnuT4sBWoi5nfEwy7CBdYia2EaYkoIEnhrtEl7QmqQXQlKQh2-tWRTLlQ&s,"(209, 227, 198)"
2240,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAxNN8B__KODMx_1aO2kfUQg4i3nxUccwOoWYC1m4iGggsd5AGEBxW7aDAaQ&s,"(231, 234, 231)"
2241,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZhcg-p7PrgrP40RevBZPkxCuxJ_G_M9AhRM-3fYEnjANdwWt6WvfokWKDgtA&s,"(193, 209, 218)"
2242,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBCRVGnYiuYtqRG265jTvhG2UIJqMqq8P7nDseFSElIq2PO5Dp56FirXwVA1E&s,"(234, 233, 221)"
2243,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSR0POOMT-Xg_vhq_T0cQVUow5alviLqBQZCwxBSUNVJ4gU-VX5xZ3LttHKhQ&s,"(201, 226, 185)"
2244,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjS47bnr88QwvsaVRMTcKlt9u4FUrWX93DUG7RwI763r-g10MEYLBMCvxaG3I&s,"(94, 61, 157)"
2245,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-3CaO4bvhGKEKc3H2r55daTaXYZ7HsAAJ86lJkcCq-XO1MewPEoY0DEfJbv8&s,"(230, 232, 227)"
2246,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZI-Xrgy6ycYyOWV0hbo_Y0J-58g5G6j_IUq7It3Ux0Oqxev-t2zW9FOoRhQ&s,"(226, 219, 220)"
2247,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDQ5LPTur2otTmWAiyRGJVHAOY1IJoe8R5fBlWH0xrdwO8uooq_9qJMet8KsU&s,"(48, 119, 46)"
2248,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPVG6OmmjLKSq3iGGTEscn7LYjobx7bwcBCfhpkZLQoiL3NjEeUp0v_JJloZU&s,"(230, 229, 223)"
2249,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnwl8vYLlZbZNjk4JNfpYHxhh1OZeicRX7FE33x4nEww7SjPXfQlBx8uTPPg&s,"(221, 103, 121)"
2250,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbVbOgl2RWgDEoAwzwEaoXh9-PAfm7QkcTlzJCkU0cThQ_LUC0FIZlnq1k3A&s,"(204, 200, 187)"
2251,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqkVtQK091Ret8XsZxWASCSSAcdQP7JuuRSxue9sTA1SwIuvvnxraJDBjKZw&s,"(200, 211, 215)"
2252,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoeXTUOgzr95b5-MkR57muC2shxi4Snm5i3RVHn2h6lQL7JNAQ6ggLPvJxeA&s,"(231, 228, 214)"
2253,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqtcRb0lZdMX__5uLdwG60VTmAubdcPrI0Gr2KaFJ6UlOLOyeF1wt2b02gUQs&s,"(220, 212, 187)"
2254,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLaIX5gQVk9s20nQUSWCO-OBzOxtMipp_YIZhafwo41LH6dzV4hUOJffgasw&s,"(213, 209, 203)"
2255,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK20Xs6kS0XAkTW7Mr5qBiH7sRsPN48ypqAKOMY39ks1JsysBIpbslbxkujg&s,"(61, 65, 115)"
2256,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmraiHxzSxrE5Sg6OxeRlXc-qFJORvqMfhRSXKJS1nfFvNhN-2hr92xEyM7w&s,"(215, 225, 223)"
2257,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVauM82IHdGxu3_M5n1mamRYbfKzIY3Hu9M7JuP_xED0ySAZ4weV12IpP4Jg&s,"(33, 32, 32)"
2258,possessive,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3FHJPFbqB1nrCO7wg-yRDWEGfroMSpUNSeODe5Bd4NlyPJprnunH7MURehbU&s,"(219, 215, 206)"
2259,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs0fwYyS-sqQCO3RpvDgvtyqbjj2NEkVqNKqGeeeTZ2bL7GtW3uPq0wsY_4N0&s,"(96, 131, 136)"
2260,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTD7bQJKsPRm4zxTonYsNOJZ58_YVIybkckOTt7Pe5J2JGQcvCLFvX2wD0JJW4&s,"(141, 130, 161)"
2261,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-xzSXa03h5O_G-WMNEEGFVKJq_fAC6J4YH5RcoRprSfljgf_Y4HtLXNTLWJ0&s,"(220, 217, 200)"
2262,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr_xjmIMBv0xfZI3HFl492IAI_qrsjVo_eMbii8F50gphDx6GlRK_xgWJMAg&s,"(248, 242, 217)"
2263,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtS9x_V7lKkW_no-5hO6BcAEuUYENa3aBgbv6xcqGsqMw4_QjGVZ_EHlVUDg&s,"(66, 57, 54)"
2264,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPASYjmF5iV3og2md9vuu-Y09jXNfBIV373WNJvTOIAHh0UaaB17QK_erLH8c&s,"(29, 32, 37)"
2265,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRldWp44vu0sQtz1lfZGPNZGPPU_yl4YWUqv9BXpia7gfDEH9pPrcB-Sy1ofw&s,"(59, 148, 199)"
2266,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS02BfUL1EyZnBW_N-lcvcU69KkvW9_6ZAsbDK4A6NCk_x3D_0VPoXvPXQTOAk&s,"(242, 194, 177)"
2267,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6X_rh5iB3trF-OUwkQkDAKGi4jNWAfe2A2K3CRPXGAxajYgl8Z3YCgpdpqPc&s,"(236, 236, 236)"
2268,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNBvPDYfQU3St2eroMDLgNUgp1O3iX68lgArXE4PiWTS-HWg0JZCGkzVSJuA&s,"(112, 75, 50)"
2269,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTscUjJzc_nbv0R7QWxwS3HMWC9xPZpF-mSt51CGuiC7lDTk-IEypPjSARDvDs&s,"(155, 68, 241)"
2270,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQttiPn61cgmm4ygqCWR3Fw_7uj3a_e4ezZmhbyPPQZjApaGay9iMUcDg2WA&s,"(164, 162, 158)"
2271,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLHT-f7FSspBXDWaKlGwj5zKlzd_JoKH8fGziVk3LnwWoTST1QCpX7DUTAiA&s,"(196, 183, 177)"
2272,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvPIXlOfR1HM2pA8ddLnoWrA4V_A6sTXIzcKuHPApnfz2hM8FEs-76D5vkOA&s,"(224, 224, 222)"
2273,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQq7J_hLSgqCeTsbQ3HwDyGQ44HCmMfx73L2OXjTIerT6MTCAmhdyZqhi2a_w&s,"(48, 38, 59)"
2274,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMN_e4-RLn3sm4J3-Hh67EKdo6DAbyNoKduu_Olx3GbU8_OAmrRZmtNwzDEw&s,"(214, 211, 227)"
2275,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEWAIfZsunJzZx9jQy_Fnfw1C93mzs9b8z5EFveb62JRky7_dNKbuCXJgnGA&s,"(85, 150, 177)"
2276,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsMGok2Zv-5-RrBVtj4f0C2PsUxsM0kMDDFJVjDPRViJ6WG_Vkme5wy3azvG8&s,"(180, 190, 161)"
2277,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsadZATTS5kviEL3rwfHyOEhVJ9_bWmaQQHDK9VlPwDLoYz__qPW0vX9FHNbo&s,"(123, 123, 123)"
2278,guilt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZc3zc6iX7TsJU5pwh42hHOSwdg-AwbOpbVJ6hMD8tV3-jCA_QMu56516TLyk&s,"(242, 243, 212)"
2279,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOWp0Hf7vJ2yJDo8IGbtuolmtWhFVR3QMq59x6jIB-UqyTmLHy-PqY4fFeIpo&s,"(226, 231, 236)"
2280,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMsXQsHYvd7Y7i5-34a3Gn3upmmW3DyngKm05Z6e00yXUkH5uR9T263-gk9A&s,"(72, 59, 55)"
2281,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-ZGStWuqqQ6GVyIPOdksy8xwKqGg8s70nmjytHkyh9k3_lGi-a2BdRW_Oabk&s,"(187, 190, 198)"
2282,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZrACc7j5XpUq_ltevBTeWGW9pIhDu7JM51b-LtyDW5SZj_MI8XjPeUU1NcA&s,"(31, 29, 23)"
2283,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnvpdueGsIx4dR3aQ2okhDPGFlrRpSiuCvPvoKzx8j2nIlKSY1y2mtQPilvw&s,"(178, 101, 65)"
2284,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaFvbztCrNzgu0hkXEbRmu3NVCON_4rlijl2NJRsmjFefpw4LFTQmVr3e8CPQ&s,"(63, 59, 52)"
2285,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIMQbxCOXzWmnfuJ0bXtWDI1G5xRXUTD2CHXB1xd3yuNEiZK6d9zr8Sy2i_Ik&s,"(179, 171, 210)"
2286,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQL4mxF4LTf7AOLYbwXmBNYKuT_Rq0riowmHgim8IWtu7HvygGSVkS_qnJ9KQ&s,"(178, 178, 180)"
2287,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAE3Y1eU5eQx2ET44AE7crdbS34NFXkR3ZFtniWLbJsyuFQVeRStth45vuUg&s,"(34, 51, 64)"
2288,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwmhckttJUAL95WL0uiiWjLalzZgCNvPMjtP5ZcpRr5AakSv-coF8DYvW8U1Y&s,"(20, 25, 87)"
2289,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqI5jFG2Sz8gC64nAUhTIuJZo_VkzPITvEE_BkddRhmnmGYoxLLlW9al2NcA&s,"(154, 143, 146)"
2290,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk0nXRwHP_9IwGbZZMAwDwBEKIoMJQ_AyToBUPOaeyldBfH_YK2c-hij6SSg&s,"(158, 180, 195)"
2291,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCoXORq2ioVBTd7qW2xKu6lwddCVpgX3z5sD0rlEpU0UD9nbFkJWB41OJw5Q&s,"(211, 214, 211)"
2292,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzVPBSHMY_Yd8-Ybcao1TrT4MN4HVG7N-Th9woFiSFBalPpUklfd0pt-gUVQ&s,"(215, 209, 206)"
2293,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRZmnlp_5HStz-LgMbS0SfUbjCkcwsWzndBc13X3WZSFsn5JTFIsiXxVH3_nk&s,"(183, 221, 249)"
2294,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8m7GRYzwyJRevCIaJ8Y3khdLsf9ut2GR054Kj9iP4n3Ya7rH8K8KU5s-7Sg&s,"(128, 130, 166)"
2295,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZe7-B7b6eJOcUhV7fHj1xYYDNHnc2PSOn1LZf1schuw8kXxg8sprdr9xhmg&s,"(160, 205, 176)"
2296,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4jbyxUbyC2aDIsuNnErb5dCyrFfl4bskZiuuAkDH2xXHAjPqwTDJTFSzKscE&s,"(47, 79, 123)"
2297,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK5qcmMqtFOaL0RR7uiphxpoanKrfxPuaZ7WcGXVQoushA-nhPJ4KK4QxwJA&s,"(43, 73, 96)"
2298,grief,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1h1rIVcpC6kaP_8nySLDaYYJFJZf-g2brhvOvGgibrHApRjiVRMfwiI8-EBE&s,"(202, 214, 216)"
2299,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfgNr34po6djWvRmw2vh1HhAGLgTeBUH2Rg4fKv7tgZMvEwbtH_NALOtCVO2Q&s,"(215, 211, 198)"
2300,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7k2UpnodmR-r3T-K7e8cbfCctpaZHLfA4lsXwuuXFG8WNEi7I9GnsM6ASryo&s,"(113, 108, 103)"
2301,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmyCjU-N-ilpJwZpB7CmTchExYxk9qzuj9pTMCmNRPNAF-62fBQKepfkxU11U&s,"(227, 215, 207)"
2302,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNeFXEAUg5WpKYAOQ546DkQiW8Gqs-N5p07zPuG0QogV28N5BXjGGszAsr0w&s,"(215, 143, 138)"
2303,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUlkOzzdf6bbbbjYRnT68vYuQdSIUnh-SYjgmt2pEtaANbzoOFPBCYs2oh5ws&s,"(190, 183, 176)"
2304,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRjHh3inDbS7G52HJrrphuXj8OzbaDzGOTqSA4drjn6Mx_3DHNEECUES7uYbA&s,"(218, 196, 179)"
2305,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOo9iToFfFu--CY4vxfyBcgzgEXCbAJitRWtyHXzg_sTgftJNo34I6nmp4zP0&s,"(241, 227, 239)"
2306,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF6sWifG-s7Pt2ijxbD1ovk23WMd0aE7_38v-HrMU1CmaBB2wHJlIPa3Gssoo&s,"(181, 122, 76)"
2307,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDV6FTml5AZSo_0HNpHvr9175Mz78P6MK2d2e9MCPihtZXYfFqhwpNp6SotQ&s,"(228, 217, 206)"
2308,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjv0vhGV1u22ldl6E5j2Xq3KniKMPKPqH6PIKOGfGW5GvPFa6OC5RPpiYNJg&s,"(183, 154, 129)"
2309,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQABqtlUAAf-rdH6lcrNIZR7MrpGBFTXCijdrrvzOh48sheFvQ6DOYBhyOD-pA&s,"(212, 203, 201)"
2310,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTym_5HlxOMWT0Tm7GyiqxquyPIMPSP9_7UDIzuGbEJCEZ0Anv3RW93ho3H0wA&s,"(217, 204, 127)"
2311,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnL3Z78x7p0lLXEkZFRNLlJ450q-gTtCgz781pt2cCMxg46raHJEkEJfoALc8&s,"(146, 141, 140)"
2312,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThUawz6lTdNHz4JgutKHpMMG0Rh08Rx5wHlANaRfQ-ydTjlg5iCAglw7mXe1s&s,"(118, 186, 197)"
2313,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg_oB8veVVtslOp1MxsDtwlHNKqJ9ZVQpVYhQGDPhlTzLtK_Fr_RCzZhwFhrE&s,"(157, 133, 103)"
2314,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIk7LcnbLejdyZNisTPp0OkpYxw1DPMpf_UdFmDANZTKc95LXehF7CQ8YbadI&s,"(206, 208, 197)"
2315,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcqoQ0GZ9v7OQxouKy4G99CNFN7hIXW_CFb6q7N3n3awSxtLgjWGdHGuZYPg&s,"(198, 177, 173)"
2316,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI0-5bBq_I1hQkv1SRum_mkF8aSUbWaReYqcVkPZoUJ-0sBM-naPTALlCDEI8&s,"(48, 40, 42)"
2317,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2qSCUnbYC05RXCyfnmNtVI_5uVL5aS-tPooeCI-lNUj395-ib1ckbUT-m0w&s,"(110, 104, 89)"
2318,aversion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjUCVgLQaCQtEoKWVlKcQjhNVdHF3ZdvcFS5SjM3EZ0nqYmeMDSHenmQ3wEQ&s,"(228, 83, 81)"
